School Name,URL,State,Address,Latitude,Longitude
Bryn Mawr College,http://brynmawr.edu,PA,"101 N Merion Ave, Bryn Mawr, PA 19010, USA",40.0255117,-75.3131111
Bucknell University,http://bucknell.edu,PA,"One Dent Dr, Lewisburg, PA 17837, USA",40.9552936,-76.8844831
Bucks County Community College,http://bucks.edu,PA,"275 Swamp Rd, Newtown, PA 18940, USA",40.2374415,-74.9624544
California University of Pennsylvania,http://calu.edu,PA,"250 University Ave, California, PA 15419, USA",40.0656054,-79.8859198
Carlow University,http://carlow.edu,PA,"3333 Fifth Ave, Pittsburgh, PA 15213, USA",40.4389338,-79.9631161
Community College of Allegheny County,http://ccac.edu,PA,"800 ALLEGHENY AVE, PITTSBURGH, PA 15233",40.450889,-80.0184712
Community College of Philadelphia,http://ccp.edu,PA,"1700 SPRING GARDEN ST, PHILADELPHIA, PA 19130",39.9621811,-75.1656649
Cedar Crest College,http://cedarcrest.edu,PA,"100 College Dr, Allentown, PA 18104, USA",40.5860501,-75.5192416
Chatham University,http://chatham.edu,PA,"Woodland Rd, Pittsburgh, PA 15232, USA",40.4477829,-79.923504
Chestnut Hill College,http://chc.edu,PA,"9601 Germantown Ave #20, Philadelphia, PA 19118, USA",40.0851538,-75.2288928
Clarion University,http://clarion.edu,PA,"840 Wood St, Clarion, PA 16214, USA",41.2104564,-79.3802567
Carnegie Mellon University,http://cmu.edu,PA,"5000 Forbes Ave, Pittsburgh, PA 15213, USA",40.4426781,-79.9457254
Delaware County Community College,http://dccc.edu,PA,"901 Media Line Rd, Media, PA 19063, USA",39.9674581,-75.3928612
Delaware Valley College,http://delval.edu,PA,"700 E Butler Ave, Doylestown, PA 18901, USA",40.2986897,-75.1595587
Dickinson College,http://dickinson.edu,PA,"28 N College St, Carlisle, PA 17013, USA",40.2030007,-77.1968606
Drexel University,http://drexel.edu,PA,"3141 Chestnut St, Philadelphia, PA 19104, USA",39.9540928,-75.1868606
Drexel University College of Medicine,http://drexelmed.edu,PA,"2900 W Queen Ln, Philadelphia, PA 19129, USA",40.0188996,-75.1791506
Duquesne University,http://duq.edu,PA,"600 Forbes Ave, Pittsburgh, PA 15282, USA",40.436677,-79.9904974
Eastern University,http://eastern.edu,PA,"1300 Eagle Rd, St Davids, PA 19087, USA",40.0504371,-75.3702118
Edinboro University,http://edinboro.edu,PA,"219 Meadville St, Edinboro, PA 16444, USA",41.8713002,-80.1283606
Elizabethtown College,http://etown.edu,PA,"1 Alpha Dr, Elizabethtown, PA 17022, USA",40.1496953,-76.5915359
Evangelical Seminary,http://evangelical.edu,PA,"121 S College St, Myerstown, PA 17067, USA",40.372855,-76.307001
Franklin & Marshall College,http://fandm.edu,PA,"637 COLLEGE AVE, LANCASTER, PA 17604",40.0475052,-76.3178994
Saint Francis University,http://francis.edu,PA,"132 Franciscan Way, Loretto, PA 15940, USA",40.5034666,-78.6369558
Grove City College,http://gcc.edu,PA,"100 Campus Dr, Grove City, PA 16127, USA",41.1557198,-80.0813869
Geneva College,http://geneva.edu,PA,"3200 College Ave, Beaver Falls, PA 15010, USA",40.7716554,-80.3222696
Gettysburg College,http://gettysburg.edu,PA,"300 N Washington St, Gettysburg, PA 17325, USA",39.8358539,-77.2345482
Harrisburg Area Community College,http://hacc.edu,PA,"1 HACC Dr, Harrisburg, PA 17110, USA",40.2948659,-76.8861932
Haverford College,http://haverford.edu,PA,"370 Lancaster Ave, Haverford, PA 19041, USA",40.0104386,-75.306187
Holy Family University,http://holyfamily.edu,PA,"9801 Frankford Ave, Philadelphia, PA 19114, USA",40.0605054,-74.9886412
Indiana University of Pennsylvania,http://iup.edu,PA,"1011 SOUTH DR 201 SUTTON HALL, INDIANA, PA 15705",40.6173325,-79.1582925
Thomas Jefferson University,http://jefferson.edu,PA,"4201 Henry Ave, Philadelphia, PA 19144, USA",40.0231719,-75.1942263
Juniata College,http://juniata.edu,PA,"1700 Moore St, Huntingdon, PA 16652, USA",40.5005021,-78.017332
Keystone College,http://keystone.edu,PA,"1 College Rd, La Plume, PA 18440, USA",41.5594535,-75.7764972
King's College,http://kings.edu,PA,"133 N RIVER ST, WILKES-BARRE, PA 18711",41.2499979,-75.8792655
Kutztown University,http://kutztown.edu,PA,"15200 Kutztown Rd, Kutztown, PA 19530, USA",40.5087082,-75.7831784
Lackawanna College,http://lackawanna.edu,PA,"501 Vine St, Scranton, PA 18509, USA",41.4115803,-75.6589525
Lafayette College,http://lafayette.edu,PA,"730 High St, Easton, PA 18042, USA",40.7002085,-75.2079306
Lancaster County Career and Technology Center,http://lancasterctc.edu,PA,"1730 Hans Herr Dr, Willow Street, PA 17584, USA",39.9859783,-76.2673471
Lancaster Theological Seminary,http://lancasterseminary.edu,PA,"555 W James St, Lancaster, PA 17603, USA",40.0461254,-76.3179794
La Roche College,http://laroche.edu,PA,"9000 Babcock Blvd, Pittsburgh, PA 15237, USA",40.5688675,-80.0137188
La Salle University,http://lasalle.edu,PA,"1900 W Olney Ave, Philadelphia, PA 19141, USA",40.0391519,-75.1535381
Lehigh Carbon Community College,http://lccc.edu,PA,"4525 Education Park Dr, Schnecksville, PA 18078, USA",40.6638381,-75.612015
Lake Erie College of Osteopathic Medicine,http://lecom.edu,PA,"1858 W Grandview Blvd, Erie, PA 16509, USA",42.0813805,-80.1062374
Lehigh University,http://lehigh.edu,PA,"27 Memorial Dr W, Bethlehem, PA 18015, USA",40.6061702,-75.3805336
Lock Haven University,http://lhup.edu,PA,"401 N Fairview St, Lock Haven, PA 17745, USA",41.1407091,-77.4611467
The Lincoln University,http://lincoln.edu,PA,"1570 BALTIMORE PIKE, LINCOLN UNIVERSITY, PA 19352",39.8083776,-75.9308719
Lansdale School of Business,http://lsb.edu,PA,"290 Wissahickon Ave, North Wales, PA 19454, USA",40.2237656,-75.284825
Lebanon Valley College,http://lvc.edu,PA,"101 College Ave, Annville, PA 17003, USA",40.3304191,-76.5161748
Lycoming College,http://lycoming.edu,PA,"One College Pl, Williamsport, PA 17701, USA",41.2359613,-77.0184671
Manor College,http://manor.edu,PA,"700 Fox Chase Rd, Jenkintown, PA 19046, USA",40.0866542,-75.1043207
Mansfield University,http://mansfield.edu,PA,"31 S Academy St, Mansfield, PA 16933, USA",41.8069322,-77.0742464
Marywood University,http://marywood.edu,PA,"2300 Adams Ave, Scranton, PA 18509, USA",41.4329405,-75.6292875
Montgomery County Community College,http://mc3.edu,PA,"340 Dekalb Pike, Blue Bell, PA 19422, USA",40.1771873,-75.279396
Mercyhurst University,http://mercyhurst.edu,PA,"501 E 38th St, Erie, PA 16546, USA",42.1050088,-80.0537349
Messiah College,http://messiah.edu,PA,"One College Ave., Mechanicsburg, PA 17055, USA",40.1576193,-76.9910518
Millersville University,http://millersville.edu,PA,"40 Dilworth Rd, Millersville, PA 17551, USA",40.000306,-76.3573944
Misericordia University,http://misericordia.edu,PA,"301 Lake Street, Dallas, PA 18612, USA",41.3443717,-75.9733062
Moravian College,http://moravian.edu,PA,"1200 Main St, Bethlehem, PA 18018, USA",40.6310682,-75.3809258
Mount Aloysius College,http://mtaloy.edu,PA,"7373 Admiral Peary Hwy, Cresson, PA 16630, USA",40.4600912,-78.6027201
Muhlenberg College,http://muhlenberg.edu,PA,"2400 W Chew St, Allentown, PA 18104, USA",40.5964283,-75.5121111
Neumann University,http://neumann.edu,PA,"1 Neumann Dr, Aston, PA 19014, USA",39.8747691,-75.4405533
Northampton Community College,http://northampton.edu,PA,"3835 Green Pond Rd, Bethlehem, PA 18020, USA",40.6757668,-75.3277121
Pennsylvania Gunsmith School,http://pagunsmith.edu,PA,"812 Ohio River Blvd, Avalon, PA 15202, USA",40.4965792,-80.0688274
Philadelphia College of Osteopathic Medicine,http://pcom.edu,PA,"4170 City Ave, Philadelphia, PA 19131, USA",40.0047037,-75.2161818
Pennsylvania College of Technology,http://pct.edu,PA,"1 College Ave, Williamsport, PA 17701, USA",41.2345243,-77.0286047
Philadelphia University,http://philau.edu,PA,"4201 Henry Ave, Philadelphia, PA 19144, USA",40.0231719,-75.1942263
University of Pittsburgh,http://pitt.edu,PA,"4200 Fifth Ave, Pittsburgh, PA 15260, USA",40.4442519,-79.9533419
Penn State University,http://psu.edu,PA,"201 OLD MAIN, UNIVERSITY PARK, PA 16802",40.796481,-77.8628412
Reading Area Community College,http://racc.edu,PA,"10 S 2nd St, Reading, PA 19602, USA",40.3344886,-75.9360722
Robert Morris University,http://rmu.edu,PA,"6001 University Blvd, Moon Twp, PA 15108, USA",40.5205465,-80.2107388
Saint Vincent Seminary,http://saintvincentseminary.edu,PA,"300 Fraser Purchase Rd, Latrobe, PA 15650, USA",40.2920224,-79.401946
Salus University,http://salus.edu,PA,"8360 Old York Rd, Elkins Park, PA 19027, USA",40.0863379,-75.1291095
The University of Scranton,http://scranton.edu,PA,"800 Linden St, Scranton, PA 18510, USA",41.4065148,-75.6569532
Shippensburg University,http://ship.edu,PA,"1871 Old Main Dr, Shippensburg, PA 17257, USA",40.0578944,-77.5224378
Saint Joseph's University,http://sju.edu,PA,"5600 CITY AVE, PHILADELPHIA, PA 19131",39.9943837,-75.2384129
Slippery Rock University,http://sru.edu,PA,"1 MORROW WAY, SLIPPERY ROCK, PA 16057",41.0611791,-80.0444591
Saint Vincent College,http://stvincent.edu,PA,"300 Fraser Purchase Rd, Latrobe, PA 15650, USA",40.2920224,-79.401946
Susquehanna University,http://susqu.edu,PA,"514 University Ave, Selinsgrove, PA 17870, USA",40.7997297,-76.8704117
Swarthmore College,http://swarthmor.edu,PA,"500 College Ave, Swarthmore, PA 19081, USA",39.9051606,-75.354207
Temple University,http://temple.edu,PA,"1801 N Broad St, Philadelphia, PA 19122, USA",39.9803181,-75.1570252
The  American College of Financial Services,http://theamericancollege.edu,PA,"630 Allendale Rd #400, King of Prussia, PA 19406, USA",40.1015321,-75.3947005
Thiel College,http://thiel.edu,PA,"75 College Ave, Greenville, PA 16125, USA",41.4119499,-80.3838714
University of the Arts,http://uarts.edu,PA,"320 S Broad St, Philadelphia, PA 19102, USA",39.9460165,-75.1655792
University of Pennsylvania,http://upenn.edu,PA,"34TH & SPRUCE ST, PHILADELPHIA, PA 19104",39.9504425,-75.1925902
University of the Sciences in Philadelphia,http://usciences.edu,PA,"600 S 43rd St, Philadelphia, PA 19104, USA",39.9449321,-75.2089608
Valley Forge Christian College,http://vfcc.edu,PA,"1401 Charlestown Rd, Phoenixville, PA 19460, USA",40.1176921,-75.5467109
Villanova University,http://villanova.edu,PA,"800 Lancaster Ave, Villanova, PA 19085, USA",40.0369846,-75.3444079
Washington and Jefferson  College,http://washjeff.edu,PA,"60 S Lincoln St, Washington, PA 15301, USA",40.1705192,-80.240583
Westmoreland County Community College,http://wccc.edu,PA,"145 Pavilion Ln, Youngwood, PA 15697, USA",40.2343645,-79.5647341
West  Chester University,http://wcupa.edu,PA,"700 S High St, West Chester, PA 19383, USA",39.9533579,-75.5983935
Westminster College,http://westminster.edu,PA,"319 S Market St, New Wilmington, PA 16172, USA",41.1198678,-80.3322642
Widener University,http://widener.edu,PA,"One University Pl, Chester, PA 19013, USA",39.8615674,-75.35517
Wilkes University,http://wilkes.edu,PA,"84 W South St, Wilkes-Barre, PA 18766, USA",41.2441949,-75.8902177
Wilson College,http://wilson.edu,PA,"1015 Philadelphia Ave, Chambersburg, PA 17201, USA",39.9494403,-77.6520118
York College of Pennsylvania,http://ycp.edu,PA,"441 Country Club Rd, York, PA 17403, USA",39.9467464,-76.7281509
Pennsylvania Academy of the Fine Arts,http://pafa.edu,PA,"118-128 N Broad St, Philadelphia, PA 19102, USA",39.9556147,-75.1634761
East Stroudsburg University,http://esu.edu,PA,"200 Prospect St, East Stroudsburg, PA 18301, USA",40.993866,-75.1762894
Ursinus College,http://ursinus.edu,PA,"601 E Main St, Collegeville, PA 19426, USA",40.1943906,-75.4570332
DeSales University,http://desales.edu,PA,"2755 Station Ave, Center Valley, PA 18034, USA",40.5427825,-75.3763318
Lancaster Bible College,http://lbc.edu,PA,"901 Eden Rd, Lancaster, PA 17601, USA",40.0736288,-76.2881167
Cheyney University of Pennsylvania,http://cheyney.edu,PA,"Cheyney, Thornbury Township, PA, USA",39.933506,-75.5254286
Averett University,http://averett.edu,VA,"420 W Main St, Danville, VA 24541, USA",36.5793098,-79.4142591
Christendom College,http://christendom.edu,VA,"134 Christendom Dr, Front Royal, VA 22630, USA",38.9498972,-78.1463329
Christopher Newport University,http://cnu.edu,VA,"1 Avenue of the Arts, Newport News, VA 23606, USA",37.0614107,-76.4915969
Dabney S. Lancaster Community College,http://dslcc.edu,VA,"1000 College Drive, Clifton Forge, VA 24422, USA",37.8111984,-79.8525631
Eastern Mennonite University,http://emu.edu,VA,"1200 Park Rd, Harrisonburg, VA 22802, USA",38.4720566,-78.8787092
Eastern Virginia Medical School,http://evms.edu,VA,"825 Fairfax Ave, Norfolk, VA 23507, USA",36.8604506,-76.3035708
Ferrum College,http://ferrum.edu,VA,"215 Ferrum Mountain Rd, Ferrum, VA 24088, USA",36.9264771,-80.0206987
Germanna Community College,http://germanna.edu,VA,"2130 GERMANNA HWY, LOCUST GROVE, VA 22508",38.3748331,-77.7795147
George Mason University,http://gmu.edu,VA,"4400 University Dr, Fairfax, VA 22030, USA",38.834972,-77.307994
Hampden-Sydney College,http://hsc.edu,VA,"172 Via Sacra, Hampden Sydney, VA 23943, USA",37.2412373,-78.4627449
The Institute for the Psychological Sciences,http://ipsciences.edu,VA,"45154 Underwood Ln, Sterling, VA 20166, USA",38.9797133,-77.4374954
James Madison University,http://jmu.edu,VA,"800 S Main St, Harrisonburg, VA 22807, USA",38.4404491,-78.8716245
Liberty University,http://liberty.edu,VA,"1971 University Blvd, Lynchburg, VA 24515, USA",37.3509028,-79.1778415
Longwood University,http://longwood.edu,VA,"201 High St, Farmville, VA 23901, USA",37.2973091,-78.3968459
Marymount University,http://marymount.edu,VA,"2807 N Glebe Rd, Arlington, VA 22207, USA",38.9056645,-77.1272135
New River Community College,http://nr.edu,VA,"5251 State Rd 373, Dublin, VA 24084, USA",37.105181,-80.696477
Norfolk State University,http://nsu.edu,VA,"700 Park Ave, Norfolk, VA 23504, USA",36.8465959,-76.2614535
Northern Virginia Community College,http://nvcc.edu,VA,"8333 Little River Turnpike, Annandale, VA 22003, USA",38.834126,-77.2366535
Old Dominion University,http://odu.edu,VA,"5115 Hampton Blvd, Norfolk, VA 23529, USA",36.8889555,-76.3035501
Radford University,http://radford.edu,VA,"801 E Main St, Radford, VA 24142, USA",37.1398766,-80.5510635
Randolph College,http://randolphcollege.edu,VA,"2500 Rivermont Ave, Lynchburg, VA 24503, USA",37.4375817,-79.1732351
Rappahannock Community College,http://rappahannock.edu,VA,"52 Campus Dr, Warsaw, VA 22572, USA",37.956921,-76.762236
Regent University,http://regent.edu,VA,"1000 Regent University Dr, Virginia Beach, VA 23464, USA",36.8009596,-76.1937881
Reynolds Community College,http://reynolds.edu,VA,"1651 E Parham Rd, Richmond, VA 23228, USA",37.6369156,-77.4738562
University of Richmond,http://richmond.edu,VA,"410 Westhampton Way, Richmond, VA 23173, USA",37.5751669,-77.5407146
Randolph-Macon College,http://rmc.edu,VA,"114 College Ave, Ashland, VA 23005, USA",37.7631796,-77.4773666
Roanoke College,http://roanoke.edu,VA,"221 College Ln, Salem, VA 24153, USA",37.2956975,-80.0558935
Sentara College of Health Sciences,http://sentara.edu,VA,"1441 Crossways Blvd, Chesapeake, VA 23320, USA",36.7769666,-76.2426497
Stratford University,http://stratford.edu,VA,"2900 Eisenhower Ave, Pimmit, VA 22043, USA",38.8017441,-77.0829777
Shenandoah University,http://su.edu,VA,"1460 University Dr, Winchester, VA 22601, USA",39.1660132,-78.1583626
Southern Virgina University,http://svu.edu,VA,"1 University Hill Dr, Buena Vista, VA 24416, USA",37.7406365,-79.35111
Southwest Virgina Community College,http://sw.edu,VA,"635 Community College Rd, Cedar Bluff, VA 24609, USA",37.0054947,-81.7964178
Tidewater Community College,http://tcc.edu,VA,"121 COLLEGE PL, NORFOLK, VA 23510",36.850098,-76.2913302
Thomas Nelson Community College,http://tncc.edu,VA,"99 THOMAS NELSON DR, HAMPTON, VA 23666",37.0634225,-76.4186005
University of Mary Washington,http://umw.edu,VA,"1301 College Ave, Fredericksburg, VA 22401, USA",38.30093,-77.4748672
University of Virginia's College at Wise,http://uvawise.edu,VA,"1 COLLEGE AVE, WISE, VA 24293",36.9712944,-82.5596251
Virginia Commonwealth University,http://vcu.edu,VA,"907 Floyd Ave, Richmond, VA 23284, USA",37.546508,-77.45346
Virgina Highlands Community College,http://vhcc.edu,VA,"100 VHCC Dr, Abingdon, VA 24210, USA",36.6994053,-82.001486
Virginia Institute of Marine Science,http://vims.edu,VA,"1370 Greate Rd, Gloucester Point, VA 23062, USA",37.249511,-76.500666
University of Virginia,http://virginia.edu,VA,"1827 UNIVERSITY AVE, CHARLOTTESVILLE, VA 22903",38.0370443,-78.5026341
Virginia Western Community College,http://virginiawestern.edu,VA,"3094 Colonial Ave SW, Roanoke, VA 24015, USA",37.2449537,-79.9730387
Virginia International University,http://viu.edu,VA,"4401 Village Dr, Fairfax, VA 22030, USA",38.8491172,-77.3477964
Virginia State University,http://vsu.edu,VA,"1 Hayden St, Petersburg, VA 23806, USA",37.2364741,-77.4198996
Virginia Polytechnic Institute and State University,http://vt.edu,VA,"210 BURRUSS HALL 800 DRILLFIELD DR, BLACKSBURG, VA 24061",37.2290204,-80.4236927
Virginia Union University,http://vuu.edu,VA,"1500 N Lombardy St, Richmond, VA 23220, USA",37.5614256,-77.4510335
Virginia Wesleyan College,http://vwc.edu,VA,"5817 Wesleyan Dr, Virginia Beach, VA 23455, USA",36.867448,-76.1866336
Washington and Lee University,http://wlu.edu,VA,"204 W Washington St, Lexington, VA 24450, USA",37.786273,-79.444062
The College of William and Mary,http://wm.edu,VA,"200 Stadium Dr, Williamsburg, VA 23185, USA",37.2717531,-76.7142946